queryID,n_user_candidate,io_cost,ip_cost,total_time,memory_index_time,io_time,ip_time
         0,       230,    117990,         0,      0.38,      0.05,      0.33,      0.00
         1,       195,    100028,         0,      0.33,      0.05,      0.29,      0.00
         2,       268,    137484,         0,      0.44,      0.05,      0.38,      0.00
         3,       101,     51812,         0,      0.20,      0.05,      0.14,      0.00
         4,       289,    147968,         0,      0.46,      0.05,      0.41,      0.00
         5,       190,     97470,         0,      0.32,      0.05,      0.27,      0.00
         6,       255,    130815,         0,      0.41,      0.05,      0.36,      0.00
         7,       142,     72846,         0,      0.25,      0.05,      0.20,      0.00
         8,       210,    107730,         0,      0.35,      0.05,      0.30,      0.00
         9,       198,    101571,         0,      0.33,      0.05,      0.28,      0.00
        10,       910,    465920,         0,      1.34,      0.05,      1.29,      0.00
        11,       368,    188784,         0,      0.57,      0.05,      0.52,      0.00
        12,       110,     56430,         0,      0.21,      0.05,      0.16,      0.00
        13,       157,     80541,         0,      0.27,      0.05,      0.22,      0.00
        14,       131,     67203,         0,      0.24,      0.05,      0.19,      0.00
        15,       211,    108032,         0,      0.35,      0.05,      0.30,      0.00
        16,       772,    395954,         0,      1.14,      0.05,      1.09,      0.00
        17,       976,    500688,         0,      1.43,      0.05,      1.38,      0.00
        18,       314,    161082,         0,      0.50,      0.05,      0.44,      0.00
        19,       211,    108222,         0,      0.35,      0.05,      0.30,      0.00
        20,      1074,    549888,         0,      1.57,      0.05,      1.52,      0.00
        21,       364,    186731,         0,      0.56,      0.05,      0.51,      0.00
        22,       106,     54378,         0,      0.20,      0.05,      0.15,      0.00
        23,       212,    108756,         0,      0.35,      0.05,      0.30,      0.00
        24,       173,     88749,         0,      0.29,      0.05,      0.24,      0.00
        25,      2667,   1368171,         0,      3.82,      0.05,      3.77,      0.00
        26,       164,     84132,         0,      0.28,      0.05,      0.23,      0.00
        27,       183,     93879,         0,      0.31,      0.05,      0.26,      0.00
        28,       188,     96444,         0,      0.32,      0.05,      0.27,      0.00
        29,       333,    170829,         0,      0.52,      0.05,      0.47,      0.00
        30,       156,     80028,         0,      0.27,      0.05,      0.22,      0.00
        31,       172,     88064,         0,      0.30,      0.05,      0.24,      0.00
        32,      1063,    544256,         0,      1.56,      0.05,      1.51,      0.00
        33,      3390,   1739070,         0,      4.90,      0.05,      4.86,      0.00
        34,       144,     73872,         0,      0.26,      0.05,      0.21,      0.00
        35,       222,    113886,         0,      0.37,      0.05,      0.32,      0.00
        36,       506,    259578,         0,      0.77,      0.05,      0.72,      0.00
        37,       274,    140546,         0,      0.44,      0.05,      0.39,      0.00
        38,       298,    152874,         0,      0.48,      0.05,      0.43,      0.00
        39,      1348,    691524,         0,      1.97,      0.05,      1.92,      0.00
        40,       101,     51813,         0,      0.19,      0.05,      0.14,      0.00
        41,       151,     77463,         0,      0.27,      0.05,      0.22,      0.00
        42,       174,     89262,         0,      0.30,      0.05,      0.25,      0.00
        43,       228,    116736,         0,      0.37,      0.05,      0.32,      0.00
        44,       136,     69768,         0,      0.24,      0.05,      0.19,      0.00
        45,      5149,   2641418,         0,      7.34,      0.05,      7.29,      0.00
        46,       161,     82593,         0,      0.28,      0.05,      0.23,      0.00
        47,       333,    170829,         0,      0.52,      0.05,      0.47,      0.00
        48,       424,    217512,         0,      0.65,      0.05,      0.60,      0.00
        49,       107,     54891,         0,      0.20,      0.05,      0.15,      0.00
        50,      4573,   2341376,         0,      6.45,      0.05,      6.40,      0.00
        51,       158,     81054,         0,      0.28,      0.05,      0.22,      0.00
        52,       119,     61047,         0,      0.22,      0.05,      0.17,      0.00
        53,       118,     60534,         0,      0.22,      0.05,      0.17,      0.00
        54,       137,     70278,         0,      0.25,      0.05,      0.20,      0.00
        55,       146,     74898,         0,      0.26,      0.05,      0.21,      0.00
        56,       219,    112347,         0,      0.36,      0.05,      0.31,      0.00
        57,       129,     66177,         0,      0.23,      0.05,      0.18,      0.00
        58,       117,     60021,         0,      0.22,      0.05,      0.17,      0.00
        59,       139,     71296,         0,      0.25,      0.05,      0.20,      0.00
        60,       122,     62586,         0,      0.22,      0.05,      0.17,      0.00
        61,       113,     57969,         0,      0.21,      0.05,      0.16,      0.00
        62,       108,     55398,         0,      0.20,      0.05,      0.15,      0.00
        63,       212,    108756,         0,      0.35,      0.05,      0.30,      0.00
        64,       176,     90288,         0,      0.30,      0.05,      0.25,      0.00
        65,       198,    101574,         0,      0.33,      0.05,      0.28,      0.00
        66,       249,    127737,         0,      0.40,      0.05,      0.35,      0.00
        67,       147,     75411,         0,      0.26,      0.05,      0.21,      0.00
        68,       334,    171342,         0,      0.52,      0.05,      0.47,      0.00
        69,       168,     86184,         0,      0.29,      0.05,      0.24,      0.00
        70,       118,     60534,         0,      0.21,      0.05,      0.17,      0.00
        71,      3628,   1861163,         0,      5.20,      0.05,      5.15,      0.00
        72,      1394,    715122,         0,      2.05,      0.05,      2.00,      0.00
        73,       183,     93879,         0,      0.31,      0.05,      0.26,      0.00
        74,       106,     54378,         0,      0.20,      0.05,      0.15,      0.00
        75,       122,     62586,         0,      0.22,      0.05,      0.18,      0.00
        76,       117,     60021,         0,      0.21,      0.05,      0.16,      0.00
        77,       198,    101574,         0,      0.33,      0.05,      0.29,      0.00
        78,       218,    111834,         0,      0.36,      0.05,      0.31,      0.00
        79,       158,     81054,         0,      0.28,      0.05,      0.23,      0.00
        80,       139,     71304,         0,      0.25,      0.05,      0.20,      0.00
        81,       156,     80028,         0,      0.28,      0.05,      0.23,      0.00
        82,       120,     61560,         0,      0.22,      0.05,      0.17,      0.00
        83,       203,    104139,         0,      0.34,      0.05,      0.29,      0.00
        84,       262,    134406,         0,      0.43,      0.05,      0.38,      0.00
        85,       232,    119016,         0,      0.39,      0.05,      0.33,      0.00
        86,       113,     57969,         0,      0.21,      0.05,      0.16,      0.00
        87,       167,     85671,         0,      0.29,      0.05,      0.24,      0.00
        88,       113,     57966,         0,      0.21,      0.05,      0.16,      0.00
        89,       110,     56430,         0,      0.20,      0.05,      0.16,      0.00
        90,       915,    469395,         0,      1.36,      0.05,      1.31,      0.00
        91,       178,     91314,         0,      0.31,      0.05,      0.26,      0.00
        92,       144,     73872,         0,      0.25,      0.05,      0.21,      0.00
        93,       284,    145682,         0,      0.46,      0.05,      0.41,      0.00
        94,       347,    178011,         0,      0.55,      0.05,      0.50,      0.00
        95,       138,     70794,         0,      0.25,      0.05,      0.20,      0.00
        96,       533,    273377,         0,      0.81,      0.05,      0.76,      0.00
        97,       141,     72333,         0,      0.25,      0.05,      0.20,      0.00
        98,       734,    376542,         0,      1.09,      0.05,      1.04,      0.00
        99,      1646,    844393,         0,      2.38,      0.05,      2.33,      0.00
       100,      3053,   1563136,         0,      4.37,      0.05,      4.32,      0.00
       101,       170,     87210,         0,      0.29,      0.05,      0.24,      0.00
       102,      1296,    664845,         0,      1.88,      0.05,      1.83,      0.00
       103,       177,     90801,         0,      0.30,      0.05,      0.25,      0.00
       104,       134,     68742,         0,      0.24,      0.05,      0.19,      0.00
       105,       115,     58995,         0,      0.21,      0.05,      0.16,      0.00
       106,       144,     73872,         0,      0.25,      0.05,      0.20,      0.00
       107,       126,     64638,         0,      0.23,      0.05,      0.18,      0.00
       108,       119,     61047,         0,      0.22,      0.05,      0.17,      0.00
       109,       634,    325229,         0,      0.95,      0.05,      0.90,      0.00
       110,       154,     79002,         0,      0.27,      0.05,      0.22,      0.00
       111,      8645,   4434843,         0,     12.29,      0.05,     12.24,      0.00
       112,       376,    192888,         0,      0.58,      0.05,      0.53,      0.00
