queryID,n_user_candidate,io_cost,ip_cost,total_time,memory_index_time,io_time,ip_time
         0,       230,    117990,         0,      0.38,      0.05,      0.33,      0.00
         1,       387,    198524,         0,      0.61,      0.05,      0.56,      0.00
         2,       268,    137484,         0,      0.43,      0.05,      0.38,      0.00
         3,       280,    143639,         0,      0.45,      0.05,      0.40,      0.00
         4,       289,    147968,         0,      0.46,      0.05,      0.41,      0.00
         5,       364,    186732,         0,      0.57,      0.05,      0.52,      0.00
         6,       255,    130815,         0,      0.42,      0.05,      0.37,      0.00
         7,       209,    107217,         0,      0.35,      0.05,      0.30,      0.00
         8,       210,    107730,         0,      0.35,      0.05,      0.30,      0.00
         9,       836,    428865,         0,      1.25,      0.05,      1.20,      0.00
        10,       910,    465920,         0,      1.35,      0.05,      1.29,      0.00
        11,       368,    188784,         0,      0.57,      0.05,      0.52,      0.00
        12,       388,    199044,         0,      0.60,      0.05,      0.56,      0.00
        13,       232,    119016,         0,      0.38,      0.05,      0.33,      0.00
        14,       217,    111321,         0,      0.36,      0.05,      0.31,      0.00
        15,       211,    108032,         0,      0.35,      0.05,      0.30,      0.00
        16,       772,    395954,         0,      1.15,      0.05,      1.10,      0.00
        17,       976,    500688,         0,      1.44,      0.05,      1.39,      0.00
        18,       314,    161082,         0,      0.50,      0.05,      0.45,      0.00
        19,       211,    108222,         0,      0.35,      0.05,      0.30,      0.00
        20,      1074,    549888,         0,      1.58,      0.05,      1.53,      0.00
        21,       364,    186731,         0,      0.57,      0.05,      0.52,      0.00
        22,       234,    120042,         0,      0.38,      0.05,      0.33,      0.00
        23,       212,    108756,         0,      0.35,      0.05,      0.30,      0.00
        24,       633,    324729,         0,      0.95,      0.05,      0.90,      0.00
        25,      2667,   1368171,         0,      3.86,      0.05,      3.81,      0.00
        26,       310,    159030,         0,      0.50,      0.05,      0.45,      0.00
        27,       319,    163647,         0,      0.51,      0.05,      0.46,      0.00
        28,       424,    217512,         0,      0.66,      0.05,      0.61,      0.00
        29,       333,    170829,         0,      0.53,      0.05,      0.48,      0.00
        30,       262,    134406,         0,      0.42,      0.05,      0.37,      0.00
        31,      2576,   1321316,         0,      3.74,      0.05,      3.68,      0.00
        32,      1063,    544256,         0,      1.57,      0.05,      1.52,      0.00
        33,      3390,   1739070,         0,      4.87,      0.05,      4.82,      0.00
        34,       215,    110295,         0,      0.35,      0.05,      0.31,      0.00
        35,       222,    113886,         0,      0.37,      0.05,      0.32,      0.00
        36,       506,    259578,         0,      0.77,      0.05,      0.72,      0.00
        37,       274,    140546,         0,      0.44,      0.05,      0.39,      0.00
        38,       298,    152874,         0,      0.47,      0.05,      0.43,      0.00
        39,      1348,    691524,         0,      1.98,      0.05,      1.93,      0.00
        40,       232,    119016,         0,      0.38,      0.05,      0.33,      0.00
        41,       239,    122607,         0,      0.39,      0.05,      0.34,      0.00
        42,       458,    234954,         0,      0.70,      0.05,      0.65,      0.00
        43,       228,    116736,         0,      0.37,      0.05,      0.33,      0.00
        44,      2650,   1359450,         0,      3.83,      0.05,      3.78,      0.00
        45,      5149,   2641418,         0,      7.39,      0.05,      7.33,      0.00
        46,       495,    253935,         0,      0.75,      0.05,      0.70,      0.00
        47,       333,    170829,         0,      0.52,      0.05,      0.47,      0.00
        48,       424,    217512,         0,      0.65,      0.05,      0.60,      0.00
        49,       275,    141075,         0,      0.44,      0.05,      0.39,      0.00
        50,      4573,   2341376,         0,      6.51,      0.05,      6.46,      0.00
        51,       500,    256500,         0,      0.76,      0.05,      0.71,      0.00
        52,       217,    111321,         0,      0.35,      0.05,      0.31,      0.00
        53,       214,    109782,         0,      0.35,      0.05,      0.30,      0.00
        54,       273,    140046,         0,      0.43,      0.05,      0.38,      0.00
        55,      2654,   1361502,         0,      3.82,      0.05,      3.77,      0.00
        56,       219,    112347,         0,      0.36,      0.05,      0.31,      0.00
        57,       538,    275994,         0,      0.80,      0.05,      0.75,      0.00
        58,       239,    122607,         0,      0.39,      0.05,      0.34,      0.00
        59,       208,    106693,         0,      0.34,      0.05,      0.29,      0.00
        60,       212,    108756,         0,      0.35,      0.05,      0.30,      0.00
        61,       214,    109782,         0,      0.35,      0.05,      0.30,      0.00
        62,       240,    123114,         0,      0.39,      0.05,      0.34,      0.00
