queryID,n_user_candidate,io_cost,ip_cost,total_time,memory_index_time,io_time,ip_time
         0,       426,    218538,         0,      0.66,      0.05,      0.61,      0.00
         1,       387,    198524,         0,      0.60,      0.05,      0.55,      0.00
         2,       899,    461187,         0,      1.32,      0.05,      1.27,      0.00
         3,       627,    321650,         0,      0.94,      0.05,      0.89,      0.00
         4,      1167,    598382,         0,      1.70,      0.05,      1.64,      0.00
         5,       364,    186732,         0,      0.57,      0.05,      0.52,      0.00
         6,       644,    330372,         0,      0.97,      0.05,      0.92,      0.00
         7,       328,    168264,         0,      0.51,      0.05,      0.46,      0.00
         8,       664,    340632,         0,      0.99,      0.05,      0.94,      0.00
         9,       836,    428865,         0,      1.23,      0.05,      1.18,      0.00
        10,       910,    465920,         0,      1.33,      0.05,      1.28,      0.00
        11,       368,    188784,         0,      0.57,      0.05,      0.52,      0.00
        12,       388,    199044,         0,      0.60,      0.05,      0.55,      0.00
        13,       336,    172368,         0,      0.52,      0.05,      0.47,      0.00
        14,       319,    163647,         0,      0.50,      0.05,      0.45,      0.00
        15,      7675,   3937064,         0,     10.84,      0.05,     10.79,      0.00
        16,       772,    395954,         0,      1.14,      0.05,      1.09,      0.00
        17,       976,    500688,         0,      1.43,      0.05,      1.38,      0.00
        18,       314,    161082,         0,      0.49,      0.05,      0.44,      0.00
        19,       674,    345741,         0,      1.01,      0.05,      0.95,      0.00
        20,      1074,    549888,         0,      1.57,      0.05,      1.52,      0.00
        21,       364,    186731,         0,      0.56,      0.05,      0.51,      0.00
        22,       326,    167238,         0,      0.51,      0.05,      0.46,      0.00
        23,      1092,    560196,         0,      1.59,      0.05,      1.54,      0.00
        24,       633,    324729,         0,      0.95,      0.05,      0.90,      0.00
        25,      2667,   1368171,         0,      3.78,      0.05,      3.73,      0.00
        26,       310,    159030,         0,      0.49,      0.05,      0.44,      0.00
        27,       319,    163647,         0,      0.50,      0.05,      0.45,      0.00
        28,       424,    217512,         0,      0.65,      0.05,      0.60,      0.00
        29,       333,    170829,         0,      0.52,      0.05,      0.47,      0.00
        30,       407,    208791,         0,      0.63,      0.05,      0.58,      0.00
        31,      2576,   1321316,         0,      3.70,      0.05,      3.65,      0.00
        32,      1063,    544256,         0,      1.51,      0.05,      1.46,      0.00
        33,      3390,   1739070,         0,      4.80,      0.05,      4.75,      0.00
        34,       302,    154926,         0,      0.48,      0.05,      0.43,      0.00
        35,       484,    248292,         0,      0.74,      0.05,      0.69,      0.00
        36,       506,    259578,         0,      0.77,      0.05,      0.72,      0.00
        37,       912,    467840,         0,      1.35,      0.05,      1.30,      0.00
        38,       893,    458109,         0,      1.32,      0.05,      1.27,      0.00
        39,      1348,    691524,         0,      1.95,      0.05,      1.90,      0.00
        40,       338,    173394,         0,      0.53,      0.05,      0.48,      0.00
        41,       345,    176985,         0,      0.54,      0.05,      0.49,      0.00
        42,       458,    234954,         0,      0.70,      0.05,      0.65,      0.00
        43,      1862,    954978,         0,      2.69,      0.05,      2.64,      0.00
        44,      2650,   1359450,         0,      3.81,      0.05,      3.75,      0.00
        45,      5149,   2641418,         0,      7.32,      0.05,      7.27,      0.00
        46,       495,    253935,         0,      0.74,      0.05,      0.70,      0.00
        47,       333,    170829,         0,      0.53,      0.05,      0.47,      0.00
        48,       424,    217512,         0,      0.64,      0.05,      0.59,      0.00
        49,       353,    181089,         0,      0.55,      0.05,      0.50,      0.00
        50,      4573,   2341376,         0,      6.57,      0.05,      6.51,      0.00
        51,       500,    256500,         0,      0.77,      0.05,      0.71,      0.00
        52,       327,    167751,         0,      0.52,      0.05,      0.47,      0.00
        53,       328,    168264,         0,      0.51,      0.05,      0.46,      0.00
        54,       427,    219048,         0,      0.66,      0.05,      0.61,      0.00
        55,      2654,   1361502,         0,      3.82,      0.05,      3.77,      0.00
        56,       639,    327807,         0,      0.96,      0.05,      0.91,      0.00
        57,       538,    275994,         0,      0.81,      0.05,      0.77,      0.00
        58,       334,    171342,         0,      0.53,      0.05,      0.48,      0.00
        59,       301,    154402,         0,      0.48,      0.05,      0.43,      0.00
        60,       322,    165186,         0,      0.51,      0.05,      0.46,      0.00
        61,       307,    157491,         0,      0.49,      0.05,      0.44,      0.00
        62,       367,    188265,         0,      0.57,      0.05,      0.52,      0.00
        63,      1769,    907497,         0,      2.56,      0.05,      2.51,      0.00
        64,       319,    163647,         0,      0.50,      0.05,      0.45,      0.00
        65,       348,    178524,         0,      0.54,      0.05,      0.49,      0.00
        66,       817,    419121,         0,      1.22,      0.05,      1.16,      0.00
        67,       305,    156465,         0,      0.49,      0.05,      0.44,      0.00
        68,       334,    171342,         0,      0.52,      0.05,      0.47,      0.00
        69,       310,    159030,         0,      0.48,      0.05,      0.43,      0.00
        70,       333,    170829,         0,      0.52,      0.05,      0.47,      0.00
        71,      3628,   1861163,         0,      5.16,      0.05,      5.11,      0.00
        72,      1394,    715122,         0,      2.03,      0.05,      1.98,      0.00
        73,       591,    303183,         0,      0.89,      0.05,      0.84,      0.00
        74,       412,    211356,         0,      0.64,      0.05,      0.59,      0.00
        75,       300,    153900,         0,      0.48,      0.05,      0.43,      0.00
        76,       416,    213408,         0,      0.64,      0.05,      0.59,      0.00
        77,       446,    228798,         0,      0.69,      0.05,      0.64,      0.00
        78,       515,    264195,         0,      0.78,      0.05,      0.73,      0.00
        79,       792,    406296,         0,      1.16,      0.05,      1.11,      0.00
        80,       348,    178521,         0,      0.55,      0.05,      0.50,      0.00
        81,       425,    218025,         0,      0.65,      0.05,      0.61,      0.00
        82,      2691,   1380483,         0,      3.81,      0.05,      3.76,      0.00
        83,       356,    182628,         0,      0.55,      0.05,      0.50,      0.00
        84,       720,    369360,         0,      1.05,      0.05,      1.00,      0.00
        85,       525,    269325,         0,      0.79,      0.05,      0.74,      0.00
        86,       338,    173394,         0,      0.53,      0.05,      0.48,      0.00
        87,       438,    224694,         0,      0.67,      0.05,      0.62,      0.00
        88,       561,    287790,         0,      0.84,      0.05,      0.79,      0.00
        89,       346,    177498,         0,      0.54,      0.05,      0.49,      0.00
        90,       915,    469395,         0,      1.35,      0.05,      1.30,      0.00
        91,       353,    181089,         0,      0.55,      0.05,      0.50,      0.00
        92,       447,    229311,         0,      0.68,      0.05,      0.63,      0.00
        93,       579,    297017,         0,      0.87,      0.05,      0.82,      0.00
        94,       347,    178011,         0,      0.55,      0.05,      0.49,      0.00
        95,       352,    180576,         0,      0.55,      0.05,      0.50,      0.00
        96,       533,    273377,         0,      0.81,      0.05,      0.76,      0.00
        97,       345,    176985,         0,      0.55,      0.05,      0.50,      0.00
        98,       734,    376542,         0,      1.09,      0.05,      1.04,      0.00
        99,      1646,    844393,         0,      2.37,      0.05,      2.32,      0.00
       100,      3053,   1563136,         0,      4.38,      0.05,      4.33,      0.00
       101,       431,    221103,         0,      0.67,      0.05,      0.61,      0.00
       102,      1296,    664845,         0,      1.87,      0.05,      1.82,      0.00
       103,       430,    220590,         0,      0.66,      0.05,      0.61,      0.00
       104,      1924,    987012,         0,      2.79,      0.05,      2.74,      0.00
       105,       410,    210330,         0,      0.64,      0.05,      0.59,      0.00
       106,       398,    204174,         0,      0.62,      0.05,      0.57,      0.00
