queryID,n_prune_user,n_result_user,n_refine_user,io_cost,ip_cost,total_time,memory_index_time,io_time,ip_time
         0,    466943,         0,     13246,  13479936,         0,     67.81,      0.10,     67.68,      0.00
         1,    479774,       326,        89,     90624,         0,      0.66,      0.10,      0.55,      0.00
         2,    479280,       186,       723,    737280,         0,      4.19,      0.10,      4.09,      0.00
         3,    479737,       196,       256,    261120,         0,      1.67,      0.10,      1.57,      0.00
         4,    479711,       339,       139,    142336,         0,      1.05,      0.10,      0.95,      0.00
         5,    473815,         0,      6374,   6484992,         0,     34.77,      0.10,     34.66,      0.00
         6,    227669,         0,    252520, 257056768,         0,    589.17,      0.10,    588.70,      0.00
         7,    479575,       263,       351,    358912,         0,      2.20,      0.09,      2.11,      0.00
         8,    479665,       215,       309,    314368,         0,      1.99,      0.10,      1.89,      0.00
         9,    479748,       331,       110,    112640,         0,      0.84,      0.10,      0.74,      0.00
        10,    479705,        69,       415,    422912,         0,      2.66,      0.10,      2.56,      0.00
        11,    479362,       351,       476,    486400,         0,      3.06,      0.10,      2.96,      0.00
        12,    479268,        49,       872,    890880,         0,      5.40,      0.10,      5.29,      0.00
        13,    479248,         9,       932,    951296,         0,      5.55,      0.10,      5.45,      0.00
        14,    456809,         0,     23380,  23804416,         0,    123.03,      0.10,    122.88,      0.00
        15,    479751,       267,       171,    175104,         0,      1.11,      0.10,      1.02,      0.00
        16,    479689,        51,       449,    456704,         0,      2.93,      0.13,      2.80,      0.00
        17,    470458,         0,      9731,   9910784,         0,     52.60,      0.10,     52.48,      0.00
        18,    478784,         0,      1405,   1426432,         0,      8.40,      0.10,      8.29,      0.00
        19,    477831,         0,      2358,   2398720,         0,     13.19,      0.10,     13.08,      0.00
        20,    473624,         0,      6565,   6683136,         0,     35.58,      0.10,     35.46,      0.00
        21,    479767,       202,       220,    224768,         0,      1.50,      0.10,      1.39,      0.00
        22,    470887,         0,      9302,   9468416,         0,     49.41,      0.10,     49.29,      0.00
