queryID,n_prune_user,n_result_user,n_refine_user,io_cost,ip_cost,total_time,memory_index_time,io_time,ip_time
         0,   1822975,       177,        27,     27136,         0,      0.74,      0.46,      0.28,      0.00
         1,   1805328,         0,     17851,  18134016,         0,    112.16,      0.46,    111.65,      0.00
         2,   1822096,         0,      1083,   1097216,         0,      7.99,      0.49,      7.49,      0.00
         3,   1822948,       165,        66,     67584,         0,      1.04,      0.55,      0.49,      0.00
         4,   1822918,        71,       190,    194560,         0,      1.81,      0.50,      1.30,      0.00
         5,   1822791,        88,       300,    307200,         0,      2.68,      0.48,      2.19,      0.00
         6,   1822955,        28,       196,    200704,         0,      1.85,      0.50,      1.34,      0.00
         7,   1822904,       100,       175,    179200,         0,      1.65,      0.52,      1.13,      0.00
         8,   1816778,         0,      6401,   6500864,         0,     42.55,      0.52,     42.01,      0.00
         9,   1735695,         0,     87484,  88898048,         0,    495.30,      0.51,    494.51,      0.00
        10,   1814853,         0,      8326,   8452608,         0,     53.80,      0.47,     53.30,      0.00
        11,   1780749,         0,     42430,  43122176,         0,    246.00,      0.53,    245.34,      0.00
        12,   1822897,       198,        84,     84480,         0,      1.18,      0.51,      0.67,      0.00
        13,   1783661,         0,     39518,  40140288,         0,    230.93,      0.49,    230.32,      0.00
        14,   1816773,         0,      6406,   6518784,         0,     42.05,      0.49,     41.54,      0.00
        15,   1821967,         0,      1212,   1229824,         0,      8.85,      0.52,      8.32,      0.00
        16,   1822935,       166,        78,     79872,         0,      1.19,      0.51,      0.68,      0.00
        17,   1805443,         0,     17736,  18019840,         0,    111.09,      0.50,    110.54,      0.00
        18,   1822968,       123,        88,     90112,         0,      1.17,      0.50,      0.67,      0.00
        19,   1822775,       152,       252,    258048,         0,      2.26,      0.50,      1.76,      0.00
        20,   1822618,       187,       374,    382976,         0,      3.12,      0.53,      2.58,      0.00
        21,   1822410,         0,       769,    780800,         0,      5.82,      0.53,      5.29,      0.00
        22,   1822889,         0,       290,    293888,         0,      2.63,      0.53,      2.10,      0.00
