queryID,n_prune_user,n_result_user,n_refine_user,io_cost,ip_cost,total_time,memory_index_time,io_time,ip_time
         0,   1822960,       190,        29,     27136,         0,      0.64,      0.39,      0.24,      0.00
         1,   1822965,       193,        21,     10752,         0,      0.68,      0.48,      0.20,      0.00
         2,   1822969,       192,        18,      9216,         0,      0.64,      0.46,      0.18,      0.00
         3,   1822973,       193,        13,      9728,         0,      0.51,      0.39,      0.11,      0.00
         4,   1822972,       194,        13,      6656,         0,      0.58,      0.44,      0.14,      0.00
         5,   1822951,       199,        29,     15360,         0,      0.72,      0.45,      0.26,      0.00
         6,   1822966,       175,        38,     21504,         0,      0.78,      0.44,      0.33,      0.00
         7,   1822979,       188,        12,      6656,         0,      0.53,      0.42,      0.11,      0.00
         8,   1822974,       186,        19,      9728,         0,      0.62,      0.45,      0.16,      0.00
         9,   1822919,       123,       137,     70144,         0,      1.51,      0.47,      1.03,      0.00
        10,   1822962,       197,        20,     10240,         0,      0.66,      0.47,      0.18,      0.00
        11,   1822950,       157,        72,     36864,         0,      1.10,      0.46,      0.63,      0.00
        12,   1822957,       196,        26,     19456,         0,      0.65,      0.43,      0.22,      0.00
        13,   1822948,       182,        49,     25088,         0,      0.87,      0.47,      0.39,      0.00
        14,   1822959,       198,        22,     11264,         0,      0.66,      0.46,      0.19,      0.00
        15,   1822972,       189,        18,      9216,         0,      0.60,      0.45,      0.15,      0.00
        16,   1822974,       188,        17,      9216,         0,      0.60,      0.43,      0.17,      0.00
        17,   1822956,       194,        29,     14848,         0,      0.73,      0.47,      0.26,      0.00
        18,   1822969,       192,        18,     11264,         0,      0.54,      0.40,      0.14,      0.00
        19,   1822967,       189,        23,     13312,         0,      0.62,      0.43,      0.19,      0.00
        20,   1822961,       199,        19,      9728,         0,      0.61,      0.43,      0.19,      0.00
        21,   1822972,       199,         8,      4096,         0,      0.49,      0.42,      0.07,      0.00
        22,   1822974,       193,        12,      6144,         0,      0.55,      0.45,      0.10,      0.00
        23,   1822965,       181,        33,     16896,         0,      0.77,      0.49,      0.28,      0.00
        24,   1822966,       188,        25,     12800,         0,      0.67,      0.47,      0.21,      0.00
        25,   1822976,       188,        15,      7680,         0,      0.58,      0.46,      0.12,      0.00
        26,   1822964,       198,        17,     16384,         0,      0.54,      0.37,      0.16,      0.00
        27,   1822940,       166,        73,     37376,         0,      1.12,      0.50,      0.61,      0.00
        28,   1822942,       186,        51,     47616,         0,      0.86,      0.43,      0.42,      0.00
        29,   1822979,       170,        30,     15872,         0,      0.74,      0.49,      0.25,      0.00
        30,   1822973,       197,         9,      4608,         0,      0.55,      0.46,      0.08,      0.00
        31,   1822978,       197,         4,      2048,         0,      0.51,      0.46,      0.06,      0.00
        32,   1822976,       192,        11,      5632,         0,      0.54,      0.44,      0.11,      0.00
        33,   1822973,       181,        25,     13824,         0,      0.68,      0.46,      0.21,      0.00
        34,   1822963,       184,        32,     32256,         0,      0.68,      0.40,      0.28,      0.00
        35,   1822968,       192,        19,      9728,         0,      0.64,      0.47,      0.17,      0.00
        36,   1822964,       199,        16,      8192,         0,      0.61,      0.47,      0.14,      0.00
        37,   1822966,       198,        15,      7680,         0,      0.60,      0.47,      0.13,      0.00
        38,   1822919,       196,        64,     34816,         0,      0.93,      0.47,      0.45,      0.00
        39,   1822969,       182,        28,     14336,         0,      0.72,      0.47,      0.24,      0.00
        40,   1822965,       199,        15,      8192,         0,      0.55,      0.41,      0.13,      0.00
        41,   1822976,       195,         8,      5632,         0,      0.51,      0.44,      0.07,      0.00
        42,   1822959,       194,        26,     13312,         0,      0.72,      0.47,      0.24,      0.00
        43,   1822979,       179,        21,     10752,         0,      0.65,      0.45,      0.19,      0.00
        44,   1822975,       176,        28,     32256,         0,      0.64,      0.40,      0.24,      0.00
        45,   1822978,       156,        45,     24064,         0,      0.84,      0.46,      0.38,      0.00
        46,   1822923,       198,        58,    110080,         0,      0.79,      0.38,      0.41,      0.00
        47,   1822943,       190,        46,     23552,         0,      0.86,      0.49,      0.37,      0.00
        48,   1822958,       188,        33,     23040,         0,      0.72,      0.41,      0.30,      0.00
        49,   1822973,       195,        11,      6144,         0,      0.52,      0.42,      0.10,      0.00
        50,   1822973,       195,        11,      5632,         0,      0.56,      0.46,      0.10,      0.00
        51,   1822976,       190,        13,      8704,         0,      0.53,      0.41,      0.12,      0.00
        52,   1822973,       187,        19,     10240,         0,      0.59,      0.43,      0.16,      0.00
        53,   1822959,       194,        26,     13824,         0,      0.71,      0.47,      0.24,      0.00
        54,   1822973,       183,        23,     11776,         0,      0.67,      0.46,      0.21,      0.00
        55,   1822968,       194,        17,      9216,         0,      0.61,      0.44,      0.16,      0.00
        56,   1822961,       185,        33,     19968,         0,      0.74,      0.47,      0.27,      0.00
        57,   1822962,       197,        20,     14336,         0,      0.67,      0.44,      0.22,      0.00
        58,   1822975,       193,        11,      5632,         0,      0.52,      0.43,      0.08,      0.00
        59,   1822979,       175,        25,     13824,         0,      0.66,      0.46,      0.20,      0.00
        60,   1822968,       197,        14,      7168,         0,      0.57,      0.44,      0.13,      0.00
        61,   1822946,       199,        34,     17920,         0,      0.76,      0.48,      0.28,      0.00
        62,   1822979,       187,        13,      6656,         0,      0.58,      0.45,      0.13,      0.00
        63,   1822974,       196,         9,      5120,         0,      0.53,      0.45,      0.07,      0.00
        64,   1822971,       196,        12,      7680,         0,      0.51,      0.42,      0.09,      0.00
        65,   1822962,       195,        22,     12288,         0,      0.61,      0.43,      0.18,      0.00
        66,   1822967,       199,        13,      6656,         0,      0.58,      0.47,      0.11,      0.00
        67,   1822977,       147,        55,     28672,         0,      0.87,      0.46,      0.41,      0.00
        68,   1822947,       194,        38,     19456,         0,      0.79,      0.48,      0.31,      0.00
        69,   1822977,       195,         7,      4096,         0,      0.52,      0.44,      0.08,      0.00
        70,   1822973,       196,        10,      5120,         0,      0.54,      0.45,      0.09,      0.00
        71,   1822969,       199,        11,      5632,         0,      0.51,      0.44,      0.07,      0.00
        72,   1822978,       179,        22,     12288,         0,      0.67,      0.47,      0.21,      0.00
        73,   1822974,       193,        12,      6144,         0,      0.53,      0.45,      0.09,      0.00
        74,   1822966,       185,        28,     14336,         0,      0.72,      0.47,      0.25,      0.00
        75,   1822968,       195,        16,      8192,         0,      0.59,      0.45,      0.15,      0.00
        76,   1822977,       194,         8,      4096,         0,      0.54,      0.46,      0.08,      0.00
        77,   1822979,       183,        17,      8704,         0,      0.60,      0.45,      0.15,      0.00
        78,   1822973,       198,         8,      4608,         0,      0.51,      0.44,      0.07,      0.00
        79,   1822961,       197,        21,     10752,         0,      0.63,      0.44,      0.19,      0.00
        80,   1822958,       183,        38,     19456,         0,      0.78,      0.48,      0.30,      0.00
        81,   1822971,       192,        16,      8192,         0,      0.60,      0.47,      0.13,      0.00
        82,   1822974,       184,        21,     11264,         0,      0.63,      0.47,      0.16,      0.00
        83,   1822978,       184,        17,      8704,         0,      0.63,      0.47,      0.15,      0.00
        84,   1822948,       194,        37,     35328,         0,      0.69,      0.40,      0.29,      0.00
        85,   1822977,       183,        19,     13824,         0,      0.57,      0.41,      0.16,      0.00
        86,   1822976,       191,        12,      8192,         0,      0.54,      0.43,      0.11,      0.00
        87,   1822970,       181,        28,     14336,         0,      0.67,      0.46,      0.21,      0.00
        88,   1822968,       189,        22,     12800,         0,      0.65,      0.43,      0.21,      0.00
        89,   1822969,       190,        20,     15360,         0,      0.60,      0.43,      0.17,      0.00
        90,   1822978,       176,        25,     12800,         0,      0.67,      0.45,      0.22,      0.00
        91,   1822966,       190,        23,     12288,         0,      0.67,      0.46,      0.20,      0.00
        92,   1822973,       150,        56,     50176,         0,      0.86,      0.45,      0.41,      0.00
        93,   1822974,       182,        23,     17408,         0,      0.61,      0.41,      0.20,      0.00
        94,   1822968,       164,        47,     43008,         0,      0.81,      0.41,      0.40,      0.00
        95,   1822731,         0,       448,    229376,         0,      3.46,      0.47,      2.99,      0.00
        96,   1822955,       198,        26,     13312,         0,      0.70,      0.49,      0.21,      0.00
        97,   1822968,       191,        20,     10240,         0,      0.67,      0.49,      0.18,      0.00
        98,   1822956,       195,        28,     14336,         0,      0.70,      0.47,      0.22,      0.00
        99,   1822972,       190,        17,      9728,         0,      0.56,      0.42,      0.14,      0.00
