queryID,n_prune_user,n_result_user,n_refine_user,io_cost,ip_cost,total_time,memory_index_time,io_time,ip_time
         0,   2189416,        38,         3,      1536,         0,      0.58,      0.55,      0.02,      0.00
         1,   2189417,        38,         2,      1024,         0,      0.53,      0.52,      0.01,      0.00
         2,   2189416,        38,         3,      1536,         0,      0.54,      0.53,      0.02,      0.00
         3,   2189415,        37,         5,      3584,         0,      0.57,      0.52,      0.05,      0.00
         4,   2189416,        35,         6,      3072,         0,      0.59,      0.53,      0.06,      0.00
         5,   2189417,        38,         2,      1024,         0,      0.56,      0.55,      0.01,      0.00
         6,   2189414,        36,         7,      3584,         0,      0.60,      0.55,      0.05,      0.00
         7,   2189416,        38,         3,      1536,         0,      0.55,      0.52,      0.03,      0.00
         8,   2189415,        36,         6,      3072,         0,      0.57,      0.51,      0.06,      0.00
         9,   2189417,        33,         7,      3584,         0,      0.60,      0.54,      0.06,      0.00
        10,   2189417,        39,         1,       512,         0,      0.54,      0.53,      0.01,      0.00
        11,   2189416,        39,         2,      1024,         0,      0.51,      0.49,      0.03,      0.00
        12,   2189417,        35,         5,      2560,         0,      0.56,      0.51,      0.04,      0.00
        13,   2189414,        38,         5,      2560,         0,      0.56,      0.53,      0.04,      0.00
        14,   2189414,        39,         4,      2048,         0,      0.58,      0.55,      0.03,      0.00
        15,   2189413,        39,         5,      2560,         0,      0.56,      0.51,      0.04,      0.00
        16,   2189400,        33,        24,    110592,         0,      0.66,      0.47,      0.19,      0.00
        17,   2189415,        38,         4,      2048,         0,      0.60,      0.55,      0.05,      0.00
        18,   2189416,        38,         3,      1536,         0,      0.52,      0.50,      0.02,      0.00
        19,   2189416,        34,         7,      3584,         0,      0.63,      0.57,      0.05,      0.00
        20,   2189413,        31,        13,     55808,         0,      0.57,      0.47,      0.10,      0.00
        21,   2189417,        39,         1,       512,         0,      0.48,      0.47,      0.00,      0.00
        22,   2189415,        32,        10,      5120,         0,      0.64,      0.57,      0.07,      0.00
        23,   2189416,        38,         3,      1536,         0,      0.60,      0.57,      0.03,      0.00
        24,   2189414,        39,         4,      7168,         0,      0.52,      0.49,      0.04,      0.00
        25,   2189414,        39,         4,      2048,         0,      0.56,      0.52,      0.03,      0.00
        26,   2189415,        38,         4,      2048,         0,      0.57,      0.53,      0.03,      0.00
        27,   2189417,        38,         2,      2048,         0,      0.50,      0.48,      0.02,      0.00
        28,   2189417,        39,         1,       512,         0,      0.54,      0.53,      0.01,      0.00
        29,   2189417,        39,         1,       512,         0,      0.56,      0.55,      0.01,      0.00
        30,   2189415,        38,         4,      2048,         0,      0.57,      0.54,      0.03,      0.00
        31,   2189417,        36,         4,      2048,         0,      0.57,      0.52,      0.04,      0.00
        32,   2189410,        39,         8,      9728,         0,      0.54,      0.48,      0.06,      0.00
        33,   2189417,        39,         1,       512,         0,      0.55,      0.53,      0.02,      0.00
        34,   2189416,        28,        13,      7680,         0,      0.66,      0.55,      0.10,      0.00
        35,   2189412,        38,         7,      3584,         0,      0.61,      0.56,      0.05,      0.00
        36,   2189414,        39,         4,      2560,         0,      0.54,      0.50,      0.03,      0.00
        37,   2189414,        37,         6,      9728,         0,      0.52,      0.48,      0.04,      0.00
        38,   2189416,        37,         4,      2048,         0,      0.59,      0.56,      0.04,      0.00
