queryID,n_prune_user,n_result_user,n_refine_user,io_cost,ip_cost,total_time,memory_index_time,io_time,ip_time
         0,   2189427,        27,         3,      1536,         0,      0.56,      0.53,      0.03,      0.00
         1,   2189425,        29,         3,      1536,         0,      0.58,      0.55,      0.03,      0.00
         2,   2189426,        29,         2,      1024,         0,      0.55,      0.52,      0.02,      0.00
         3,   2189427,        29,         1,       512,         0,      0.52,      0.51,      0.01,      0.00
         4,   2189422,        29,         6,      3072,         0,      0.57,      0.53,      0.04,      0.00
         5,   2189426,        28,         3,      1536,         0,      0.58,      0.55,      0.02,      0.00
         6,   2189426,        26,         5,      2560,         0,      0.62,      0.57,      0.05,      0.00
         7,   2189427,        29,         1,       512,         0,      0.54,      0.53,      0.01,      0.00
         8,   2189427,        28,         2,      1024,         0,      0.53,      0.51,      0.02,      0.00
         9,   2189424,        29,         4,      2048,         0,      0.58,      0.54,      0.04,      0.00
        10,   2189426,        28,         3,      1536,         0,      0.53,      0.51,      0.03,      0.00
        11,   2189427,        29,         1,       512,         0,      0.52,      0.51,      0.01,      0.00
        12,   2189427,        26,         4,      2048,         0,      0.55,      0.51,      0.03,      0.00
        13,   2189427,        29,         1,       512,         0,      0.55,      0.53,      0.02,      0.00
        14,   2189426,        27,         4,      2048,         0,      0.54,      0.52,      0.02,      0.00
        15,   2189426,        28,         3,      1536,         0,      0.53,      0.50,      0.03,      0.00
        16,   2189424,        21,        12,     61440,         0,      0.57,      0.47,      0.10,      0.00
        17,   2189425,        26,         6,      3072,         0,      0.60,      0.54,      0.05,      0.00
        18,   2189427,        28,         2,      1024,         0,      0.53,      0.50,      0.02,      0.00
        19,   2189427,        23,         7,      3584,         0,      0.60,      0.54,      0.06,      0.00
        20,   2189426,        23,         8,     20480,         0,      0.55,      0.47,      0.07,      0.00
        21,   2189427,        29,         1,       512,         0,      0.50,      0.48,      0.02,      0.00
        22,   2189425,        27,         5,      2560,         0,      0.60,      0.56,      0.04,      0.00
        23,   2189426,        28,         3,      1536,         0,      0.59,      0.57,      0.03,      0.00
        24,   2189426,        29,         2,      3072,         0,      0.50,      0.48,      0.02,      0.00
        25,   2189426,        29,         2,      1024,         0,      0.55,      0.52,      0.02,      0.00
        26,   2189427,        29,         1,       512,         0,      0.53,      0.52,      0.01,      0.00
        27,   2189427,        29,         1,       512,         0,      0.48,      0.47,      0.01,      0.00
        28,   2189427,        27,         3,      1536,         0,      0.54,      0.52,      0.02,      0.00
        29,   2189426,        28,         3,      1536,         0,      0.57,      0.55,      0.02,      0.00
        30,   2189425,        28,         4,      2048,         0,      0.58,      0.54,      0.04,      0.00
        31,   2189427,        27,         3,      1536,         0,      0.55,      0.53,      0.02,      0.00
        32,   2189426,        26,         5,      7168,         0,      0.53,      0.48,      0.05,      0.00
        33,   2189427,        28,         2,      1024,         0,      0.54,      0.52,      0.02,      0.00
        34,   2189416,        28,        13,      7680,         0,      0.66,      0.56,      0.10,      0.00
        35,   2189424,        27,         6,      3072,         0,      0.60,      0.56,      0.04,      0.00
        36,   2189426,        28,         3,      2048,         0,      0.55,      0.52,      0.03,      0.00
        37,   2189425,        28,         4,      5632,         0,      0.51,      0.48,      0.03,      0.00
        38,   2189427,        27,         3,      1536,         0,      0.56,      0.54,      0.02,      0.00
        39,   2189427,        28,         2,      1536,         0,      0.56,      0.53,      0.02,      0.00
        40,   2189420,        23,        14,      7680,         0,      0.67,      0.56,      0.11,      0.00
        41,   2189425,        29,         3,      1536,         0,      0.59,      0.55,      0.03,      0.00
        42,   2189424,        28,         5,      2560,         0,      0.61,      0.58,      0.03,      0.00
        43,   2189427,        29,         1,       512,         0,      0.51,      0.50,      0.01,      0.00
        44,   2189424,        25,         8,      5120,         0,      0.56,      0.52,      0.04,      0.00
        45,   2189427,        29,         1,       512,         0,      0.57,      0.56,      0.01,      0.00
