queryID,n_prune_user,n_result_user,n_refine_user,io_cost,ip_cost,total_time,memory_index_time,io_time,ip_time
         0,    479874,       114,       201,    111104,         0,      1.37,      0.11,      1.26,      0.00
         1,    479765,       266,       158,    234496,         0,      1.15,      0.10,      1.05,      0.00
         2,    479841,       170,       178,    131072,         0,      1.28,      0.10,      1.17,      0.00
         3,    479308,       223,       658,    980480,         0,      4.21,      0.09,      4.12,      0.00
         4,    479786,       177,       226,    398336,         0,      1.50,      0.09,      1.41,      0.00
         5,    479833,       209,       147,     79360,         0,      1.11,      0.10,      1.01,      0.00
         6,    479453,        59,       677,    363520,         0,      4.37,      0.10,      4.26,      0.00
         7,    479826,       153,       210,    201728,         0,      1.40,      0.10,      1.30,      0.00
         8,    479885,       178,       126,     98304,         0,      0.92,      0.10,      0.82,      0.00
         9,    479773,       285,       131,    151552,         0,      0.97,      0.10,      0.87,      0.00
        10,    479763,       161,       265,    212992,         0,      1.72,      0.10,      1.62,      0.00
        11,    477080,       231,      2878,   6224896,         0,     16.22,      0.10,     16.12,      0.00
        12,    479738,       189,       262,    173056,         0,      1.84,      0.10,      1.74,      0.00
        13,    479851,        91,       247,    168960,         0,      1.62,      0.10,      1.52,      0.00
        14,    479758,       120,       311,    161280,         0,      2.17,      0.10,      2.06,      0.00
        15,    479571,       144,       474,   1018880,         0,      2.99,      0.09,      2.90,      0.00
        16,    479724,       283,       182,    120320,         0,      1.28,      0.10,      1.18,      0.00
        17,    479580,       175,       434,    243712,         0,      2.87,      0.10,      2.76,      0.00
        18,    479604,       249,       336,    194048,         0,      2.29,      0.10,      2.18,      0.00
        19,    479769,       284,       136,     76800,         0,      0.93,      0.11,      0.83,      0.00
        20,    479840,       181,       168,     89088,         0,      1.11,      0.10,      1.01,      0.00
        21,    479561,       291,       337,    386560,         0,      2.11,      0.10,      2.01,      0.00
        22,    479855,        91,       243,    135168,         0,      1.61,      0.10,      1.50,      0.00
        23,    479883,       226,        80,     84992,         0,      0.63,      0.09,      0.54,      0.00
