queryID,n_prune_user,n_result_user,n_refine_user,io_cost,ip_cost,total_time,memory_index_time,io_time,ip_time
         0,    277442,         0,      5786,   5894144,         0,     32.18,      0.07,     32.10,      0.00
         1,    283207,         2,        19,     18944,         0,      0.19,      0.07,      0.12,      0.00
         2,    283211,         7,        10,     10240,         0,      0.14,      0.07,      0.08,      0.00
         3,    283217,         0,        11,     11264,         0,      0.14,      0.06,      0.08,      0.00
         4,    283075,         0,       153,    156672,         0,      1.01,      0.06,      0.94,      0.00
         5,    283218,         2,         8,      8192,         0,      0.11,      0.07,      0.04,      0.00
         6,    283169,         0,        59,     60416,         0,      0.49,      0.07,      0.42,      0.00
         7,    283163,         1,        64,     65536,         0,      0.49,      0.07,      0.41,      0.00
         8,    283098,         0,       130,    130048,         0,      0.93,      0.07,      0.86,      0.00
         9,    283217,         0,        11,     11264,         0,      0.14,      0.07,      0.08,      0.00
        10,    283167,         0,        61,     62464,         0,      0.45,      0.06,      0.38,      0.00
        11,    283215,         8,         5,      5120,         0,      0.10,      0.07,      0.03,      0.00
        12,    283218,         0,        10,      9728,         0,      0.12,      0.07,      0.06,      0.00
        13,    283212,         3,        13,     13312,         0,      0.15,      0.06,      0.09,      0.00
        14,    282877,         4,       347,    353280,         0,      2.34,      0.06,      2.28,      0.00
        15,    283214,         0,        14,     14336,         0,      0.15,      0.07,      0.09,      0.00
        16,    283147,         0,        81,     82944,         0,      0.60,      0.06,      0.54,      0.00
        17,    282925,         1,       302,    307712,         0,      1.99,      0.07,      1.92,      0.00
        18,    283218,         2,         8,      8192,         0,      0.13,      0.07,      0.05,      0.00
        19,    283218,         0,        10,      9728,         0,      0.15,      0.07,      0.08,      0.00
        20,    283107,         3,       118,    119296,         0,      0.87,      0.07,      0.80,      0.00
        21,    283214,         5,         9,      9216,         0,      0.13,      0.07,      0.06,      0.00
        22,    283152,         5,        71,     72704,         0,      0.52,      0.07,      0.45,      0.00
        23,    283056,         0,       172,    175616,         0,      1.17,      0.07,      1.10,      0.00
        24,    282649,         8,       571,    581632,         0,      3.84,      0.07,      3.77,      0.00
        25,    283183,         2,        43,     44032,         0,      0.36,      0.07,      0.29,      0.00
        26,    283209,         8,        11,     10752,         0,      0.14,      0.07,      0.07,      0.00
        27,    283203,         2,        23,     23552,         0,      0.20,      0.07,      0.14,      0.00
        28,    283028,         0,       200,    203264,         0,      1.28,      0.07,      1.22,      0.00
        29,    283192,         8,        28,     27648,         0,      0.26,      0.07,      0.19,      0.00
        30,    274212,         0,      9016,   9180160,         0,     50.30,      0.07,     50.21,      0.00
        31,    282965,         0,       263,    268288,         0,      1.90,      0.07,      1.83,      0.00
        32,    283190,         9,        29,     29184,         0,      0.28,      0.07,      0.20,      0.00
        33,    283164,         1,        63,     64512,         0,      0.46,      0.07,      0.39,      0.00
        34,    283190,         0,        38,     38912,         0,      0.30,      0.07,      0.24,      0.00
        35,    283151,         0,        77,     78848,         0,      0.57,      0.07,      0.49,      0.00
        36,    283194,         5,        29,     28672,         0,      0.25,      0.07,      0.18,      0.00
        37,    283208,         9,        11,     11264,         0,      0.15,      0.07,      0.08,      0.00
        38,    283214,         8,         6,      5632,         0,      0.10,      0.06,      0.03,      0.00
        39,    283218,         5,         5,      5120,         0,      0.11,      0.06,      0.04,      0.00
        40,    283211,         0,        17,     17408,         0,      0.21,      0.06,      0.14,      0.00
        41,    283142,         7,        79,     80896,         0,      0.59,      0.07,      0.53,      0.00
        42,    283218,         0,        10,     10240,         0,      0.14,      0.07,      0.07,      0.00
        43,    283199,         8,        21,     21504,         0,      0.17,      0.06,      0.11,      0.00
        44,    283190,         6,        32,     32768,         0,      0.29,      0.06,      0.23,      0.00
        45,    283185,         7,        36,     36864,         0,      0.34,      0.06,      0.27,      0.00
        46,    283115,         4,       109,    111104,         0,      0.74,      0.07,      0.68,      0.00
        47,    283074,         0,       154,    156672,         0,      1.06,      0.07,      0.98,      0.00
        48,    283216,         0,        12,     12288,         0,      0.15,      0.07,      0.08,      0.00
        49,    283204,         9,        15,     15360,         0,      0.16,      0.06,      0.10,      0.00
        50,    283215,         0,        13,     13312,         0,      0.13,      0.06,      0.07,      0.00
        51,    283215,         0,        13,     13312,         0,      0.14,      0.07,      0.07,      0.00
        52,    282858,         3,       367,    374784,         0,      2.49,      0.07,      2.42,      0.00
        53,    283214,         4,        10,      9728,         0,      0.14,      0.07,      0.07,      0.00
        54,    283212,         4,        12,     12288,         0,      0.14,      0.07,      0.07,      0.00
        55,    281218,         0,      2010,   2045952,         0,     12.32,      0.07,     12.25,      0.00
        56,    283218,         4,         6,      6144,         0,      0.10,      0.07,      0.03,      0.00
        57,    283208,         5,        15,     15360,         0,      0.18,      0.06,      0.12,      0.00
        58,    283216,         3,         9,      9216,         0,      0.15,      0.06,      0.08,      0.00
        59,    283210,         1,        17,     17408,         0,      0.18,      0.06,      0.11,      0.00
        60,    283173,         1,        54,     55296,         0,      0.47,      0.06,      0.41,      0.00
        61,    283211,         4,        13,     13312,         0,      0.14,      0.07,      0.08,      0.00
        62,    283200,         0,        28,     28160,         0,      0.26,      0.07,      0.19,      0.00
        63,    283212,         9,         7,      7168,         0,      0.11,      0.07,      0.04,      0.00
        64,    283068,         0,       160,    162304,         0,      1.10,      0.06,      1.03,      0.00
        65,    283205,         9,        14,     14336,         0,      0.16,      0.07,      0.08,      0.00
        66,    283038,         0,       190,    194048,         0,      1.26,      0.06,      1.19,      0.00
        67,    283215,         0,        13,     12800,         0,      0.16,      0.07,      0.09,      0.00
        68,    283196,         0,        32,     32768,         0,      0.26,      0.07,      0.19,      0.00
        69,    283092,         0,       136,    137728,         0,      0.92,      0.07,      0.85,      0.00
        70,    283214,         2,        12,     12288,         0,      0.15,      0.07,      0.08,      0.00
        71,    282947,         1,       280,    286720,         0,      1.78,      0.07,      1.71,      0.00
        72,    283189,         2,        37,     37888,         0,      0.35,      0.07,      0.27,      0.00
        73,    283151,         5,        72,     72704,         0,      0.46,      0.07,      0.39,      0.00
        74,    283189,         0,        39,     39936,         0,      0.32,      0.07,      0.25,      0.00
        75,    283214,         2,        12,     12288,         0,      0.15,      0.07,      0.08,      0.00
        76,    283210,         2,        16,     16384,         0,      0.19,      0.07,      0.12,      0.00
        77,    283202,         0,        26,     26112,         0,      0.23,      0.07,      0.17,      0.00
        78,    283218,         2,         8,      8192,         0,      0.11,      0.06,      0.05,      0.00
        79,    283186,         5,        37,     37888,         0,      0.31,      0.06,      0.25,      0.00
        80,    283128,         4,        96,     96768,         0,      0.68,      0.07,      0.61,      0.00
        81,    283215,         7,         6,      6144,         0,      0.10,      0.07,      0.03,      0.00
        82,    282774,         0,       454,    463872,         0,      3.11,      0.07,      3.04,      0.00
